workerid,proliferate.condition,correct,response,result,rt,stimulus
126,Mandarin_English_summa,j,j,correct_rejection,1272,audio/all.wav
126,Mandarin_English_summa,j,j,correct_rejection,1088,audio/two.wav
126,Mandarin_English_summa,f,f,hit,1749,audio/six.wav
126,Mandarin_English_summa,f,f,hit,989,audio/two.wav
126,Mandarin_English_summa,j,j,correct_rejection,1149,audio/summa.wav
126,Mandarin_English_summa,j,j,correct_rejection,1309,audio/none.wav
126,Mandarin_English_summa,j,j,correct_rejection,1080,audio/none.wav
126,Mandarin_English_summa,j,j,correct_rejection,1480,audio/six.wav
126,Mandarin_English_summa,j,j,correct_rejection,1451,audio/ten.wav
108,Mandarin_English_summa,f,f,hit,1280,audio/2.wav
108,Mandarin_English_summa,f,f,hit,840,audio/2.wav
108,Mandarin_English_summa,j,j,correct_rejection,1320,audio/meiyou.wav
108,Mandarin_English_summa,j,j,correct_rejection,2179,audio/10.wav
108,Mandarin_English_summa,j,j,correct_rejection,1320,audio/6.wav
108,Mandarin_English_summa,f,f,hit,2021,audio/10.wav
108,Mandarin_English_summa,f,f,hit,1392,audio/meiyou.wav
108,Mandarin_English_summa,j,j,correct_rejection,1189,audio/youxie.wav
108,Mandarin_English_summa,f,j,false_alarm,1051,audio/youxie.wav
108,Mandarin_English_summa,f,f,hit,1688,audio/6.wav
108,Mandarin_English_summa,f,f,hit,1048,audio/suoyou.wav
108,Mandarin_English_summa,j,j,correct_rejection,1011,audio/youxie.wav
108,Mandarin_English_summa,j,j,correct_rejection,1280,audio/10.wav
108,Mandarin_English_summa,j,j,correct_rejection,928,audio/meiyou.wav
108,Mandarin_English_summa,j,j,correct_rejection,931,audio/2.wav
108,Mandarin_English_summa,j,j,correct_rejection,1280,audio/6.wav
108,Mandarin_English_summa,j,j,correct_rejection,691,audio/suoyou.wav
108,Mandarin_English_summa,f,j,false_alarm,600,audio/suoyou.wav
108,Mandarin_English_summa,j,j,correct_rejection,712,audio/suoyou.wav
108,Mandarin_English_summa,f,f,hit,1301,audio/10.wav
108,Mandarin_English_summa,f,f,hit,1021,audio/meiyou.wav
108,Mandarin_English_summa,f,f,hit,1331,audio/6.wav
108,Mandarin_English_summa,j,j,correct_rejection,680,audio/2.wav
108,Mandarin_English_summa,f,j,false_alarm,1011,audio/youxie.wav
108,Mandarin_English_summa,j,j,correct_rejection,1608,audio/six.wav
108,Mandarin_English_summa,j,j,correct_rejection,1141,audio/summa.wav
108,Mandarin_English_summa,j,j,correct_rejection,1149,audio/none.wav
108,Mandarin_English_summa,f,f,hit,1360,audio/six.wav
108,Mandarin_English_summa,f,f,hit,1219,audio/summa.wav
108,Mandarin_English_summa,f,f,hit,1069,audio/all.wav
108,Mandarin_English_summa,j,j,correct_rejection,1091,audio/six.wav
108,Mandarin_English_summa,f,f,hit,1080,audio/six.wav
108,Mandarin_English_summa,j,j,correct_rejection,1480,audio/summa.wav
108,Mandarin_English_summa,f,f,hit,1589,audio/ten.wav
108,Mandarin_English_summa,f,f,hit,1421,audio/two.wav
108,Mandarin_English_summa,j,j,correct_rejection,1189,audio/ten.wav
108,Mandarin_English_summa,f,f,hit,1469,audio/ten.wav
108,Mandarin_English_summa,f,f,hit,949,audio/two.wav
108,Mandarin_English_summa,f,f,hit,979,audio/all.wav
108,Mandarin_English_summa,j,j,correct_rejection,920,audio/two.wav
108,Mandarin_English_summa,f,f,hit,1301,audio/none.wav
108,Mandarin_English_summa,j,j,correct_rejection,1520,audio/all.wav
108,Mandarin_English_summa,j,j,correct_rejection,1952,audio/ten.wav
108,Mandarin_English_summa,f,f,hit,1160,audio/summa.wav
108,Mandarin_English_summa,j,j,correct_rejection,1109,audio/two.wav
108,Mandarin_English_summa,j,j,correct_rejection,1400,audio/none.wav
108,Mandarin_English_summa,f,f,hit,1179,audio/none.wav
108,Mandarin_English_summa,j,j,correct_rejection,1149,audio/all.wav
113,Mandarin_English_summa,f,f,hit,3155,audio/6.wav
113,Mandarin_English_summa,f,f,hit,2552,audio/suoyou.wav
113,Mandarin_English_summa,j,j,correct_rejection,2035,audio/youxie.wav
113,Mandarin_English_summa,j,j,correct_rejection,1589,audio/meiyou.wav
113,Mandarin_English_summa,j,j,correct_rejection,1467,audio/suoyou.wav
113,Mandarin_English_summa,f,,false_alarm,NA,audio/10.wav
113,Mandarin_English_summa,f,f,hit,1467,audio/meiyou.wav
113,Mandarin_English_summa,j,j,correct_rejection,1381,audio/meiyou.wav
113,Mandarin_English_summa,f,f,hit,1571,audio/2.wav
113,Mandarin_English_summa,f,f,hit,1480,audio/suoyou.wav
113,Mandarin_English_summa,f,f,hit,1480,audio/2.wav
113,Mandarin_English_summa,f,f,hit,1517,audio/meiyou.wav
113,Mandarin_English_summa,f,,false_alarm,NA,audio/6.wav
113,Mandarin_English_summa,j,j,correct_rejection,3691,audio/10.wav
113,Mandarin_English_summa,j,j,correct_rejection,1517,audio/suoyou.wav
113,Mandarin_English_summa,j,j,correct_rejection,1125,audio/2.wav
113,Mandarin_English_summa,j,j,correct_rejection,1245,audio/youxie.wav
113,Mandarin_English_summa,j,j,correct_rejection,3133,audio/6.wav
113,Mandarin_English_summa,f,f,hit,1837,audio/youxie.wav
113,Mandarin_English_summa,j,j,correct_rejection,1640,audio/6.wav
113,Mandarin_English_summa,j,j,correct_rejection,3128,audio/10.wav
113,Mandarin_English_summa,f,f,hit,3197,audio/10.wav
113,Mandarin_English_summa,f,f,hit,1981,audio/youxie.wav
113,Mandarin_English_summa,j,j,correct_rejection,1408,audio/2.wav
113,Mandarin_English_summa,f,f,hit,2707,audio/six.wav
113,Mandarin_English_summa,j,j,correct_rejection,3301,audio/ten.wav
113,Mandarin_English_summa,j,j,correct_rejection,3789,audio/none.wav
113,Mandarin_English_summa,f,f,hit,3232,audio/ten.wav
113,Mandarin_English_summa,f,f,hit,1283,audio/two.wav
113,Mandarin_English_summa,f,f,hit,3075,audio/none.wav
113,Mandarin_English_summa,j,j,correct_rejection,1827,audio/six.wav
113,Mandarin_English_summa,j,,false_alarm,NA,audio/none.wav
113,Mandarin_English_summa,f,f,hit,2133,audio/six.wav
113,Mandarin_English_summa,j,j,correct_rejection,1691,audio/six.wav
113,Mandarin_English_summa,j,j,correct_rejection,1805,audio/summa.wav
113,Mandarin_English_summa,j,j,correct_rejection,1627,audio/all.wav
113,Mandarin_English_summa,f,f,hit,1749,audio/none.wav
113,Mandarin_English_summa,f,f,hit,1747,audio/summa.wav
113,Mandarin_English_summa,j,j,correct_rejection,1557,audio/two.wav
113,Mandarin_English_summa,f,f,hit,3579,audio/ten.wav
113,Mandarin_English_summa,j,j,correct_rejection,1563,audio/summa.wav
113,Mandarin_English_summa,j,j,correct_rejection,2493,audio/ten.wav
113,Mandarin_English_summa,f,j,false_alarm,1251,audio/summa.wav
113,Mandarin_English_summa,j,j,correct_rejection,1803,audio/two.wav
113,Mandarin_English_summa,f,f,hit,1069,audio/two.wav
113,Mandarin_English_summa,f,f,hit,1147,audio/all.wav
113,Mandarin_English_summa,j,j,correct_rejection,1235,audio/all.wav
113,Mandarin_English_summa,f,f,hit,1557,audio/all.wav
112,English_Mandarin_summa,f,,false_alarm,NA,audio/ten.wav
112,English_Mandarin_summa,j,f,miss,1520,audio/all.wav
112,English_Mandarin_summa,f,j,false_alarm,2701,audio/six.wav
112,English_Mandarin_summa,f,j,false_alarm,2800,audio/summa.wav
112,English_Mandarin_summa,f,j,false_alarm,1320,audio/all.wav
112,English_Mandarin_summa,f,j,false_alarm,1960,audio/none.wav
112,English_Mandarin_summa,f,j,false_alarm,1379,audio/all.wav
112,English_Mandarin_summa,f,j,false_alarm,1301,audio/two.wav
112,English_Mandarin_summa,f,j,false_alarm,2021,audio/six.wav
112,English_Mandarin_summa,f,j,false_alarm,3499,audio/ten.wav
112,English_Mandarin_summa,j,f,miss,2000,audio/six.wav
112,English_Mandarin_summa,j,j,correct_rejection,2131,audio/ten.wav
112,English_Mandarin_summa,j,f,miss,1349,audio/two.wav
112,English_Mandarin_summa,j,f,miss,1869,audio/none.wav
112,English_Mandarin_summa,j,f,miss,1392,audio/six.wav
112,English_Mandarin_summa,j,f,miss,1360,audio/none.wav
112,English_Mandarin_summa,j,f,miss,1248,audio/summa.wav
112,English_Mandarin_summa,f,j,false_alarm,1320,audio/summa.wav
112,English_Mandarin_summa,j,f,miss,3269,audio/ten.wav
112,English_Mandarin_summa,j,f,miss,1219,audio/summa.wav
112,English_Mandarin_summa,j,f,miss,1109,audio/all.wav
112,English_Mandarin_summa,f,j,false_alarm,931,audio/two.wav
112,English_Mandarin_summa,j,f,miss,1381,audio/two.wav
112,English_Mandarin_summa,f,j,false_alarm,1149,audio/none.wav
112,English_Mandarin_summa,f,j,false_alarm,2520,audio/6.wav
112,English_Mandarin_summa,j,f,miss,1341,audio/2.wav
112,English_Mandarin_summa,f,j,false_alarm,1149,audio/meiyou.wav
112,English_Mandarin_summa,f,j,false_alarm,1709,audio/6.wav
112,English_Mandarin_summa,j,f,miss,971,audio/2.wav
112,English_Mandarin_summa,f,j,false_alarm,741,audio/2.wav
112,English_Mandarin_summa,j,f,miss,869,audio/suoyou.wav
112,English_Mandarin_summa,f,j,false_alarm,3179,audio/10.wav
112,English_Mandarin_summa,j,f,miss,1320,audio/10.wav
112,English_Mandarin_summa,f,j,false_alarm,3120,audio/10.wav
112,English_Mandarin_summa,f,j,false_alarm,1571,audio/meiyou.wav
112,English_Mandarin_summa,f,j,false_alarm,960,audio/suoyou.wav
112,English_Mandarin_summa,f,j,false_alarm,739,audio/suoyou.wav
112,English_Mandarin_summa,f,j,false_alarm,789,audio/2.wav
112,English_Mandarin_summa,j,f,miss,1400,audio/6.wav
112,English_Mandarin_summa,j,f,miss,949,audio/suoyou.wav
112,English_Mandarin_summa,j,f,miss,1592,audio/10.wav
112,English_Mandarin_summa,f,f,hit,1200,audio/youxie.wav
112,English_Mandarin_summa,j,f,miss,1261,audio/meiyou.wav
112,English_Mandarin_summa,j,f,miss,920,audio/meiyou.wav
112,English_Mandarin_summa,j,f,miss,1421,audio/youxie.wav
112,English_Mandarin_summa,j,f,miss,1149,audio/youxie.wav
112,English_Mandarin_summa,f,j,false_alarm,1429,audio/youxie.wav
112,English_Mandarin_summa,j,f,miss,1392,audio/6.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/none.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/ten.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/ten.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/all.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/six.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/two.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/none.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/ten.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/six.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/six.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/summa.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/none.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/two.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/all.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/all.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/six.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/two.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/all.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/summa.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/summa.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/ten.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/two.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/summa.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/none.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/10.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/6.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/2.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/meiyou.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/suoyou.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/6.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/suoyou.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/suoyou.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/10.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/youxie.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/2.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/6.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/meiyou.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/2.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/youxie.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/10.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/meiyou.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/youxie.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/6.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/2.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/youxie.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/meiyou.wav
107,English_Mandarin_summa,f,,false_alarm,NA,audio/10.wav
107,English_Mandarin_summa,j,,false_alarm,NA,audio/suoyou.wav
124,English_Mandarin_summa,j,f,miss,3301,audio/ten.wav
124,English_Mandarin_summa,j,f,miss,1851,audio/summa.wav
124,English_Mandarin_summa,f,j,false_alarm,1728,audio/summa.wav
124,English_Mandarin_summa,j,f,miss,1869,audio/summa.wav
124,English_Mandarin_summa,f,j,false_alarm,1581,audio/all.wav
124,English_Mandarin_summa,f,j,false_alarm,2539,audio/ten.wav
124,English_Mandarin_summa,j,f,miss,1469,audio/none.wav
124,English_Mandarin_summa,j,f,miss,1800,audio/none.wav
124,English_Mandarin_summa,j,f,miss,2160,audio/two.wav
124,English_Mandarin_summa,f,j,false_alarm,2000,audio/six.wav
124,English_Mandarin_summa,j,f,miss,1400,audio/six.wav
124,English_Mandarin_summa,j,f,miss,3400,audio/ten.wav
124,English_Mandarin_summa,f,j,false_alarm,1579,audio/two.wav
124,English_Mandarin_summa,f,j,false_alarm,1731,audio/none.wav
124,English_Mandarin_summa,j,f,miss,1389,audio/all.wav
124,English_Mandarin_summa,j,f,miss,1960,audio/six.wav
124,English_Mandarin_summa,f,j,false_alarm,1149,audio/two.wav
124,English_Mandarin_summa,j,f,miss,1821,audio/all.wav
124,English_Mandarin_summa,j,f,miss,2811,audio/two.wav
124,English_Mandarin_summa,f,j,false_alarm,1200,audio/none.wav
124,English_Mandarin_summa,f,j,false_alarm,2928,audio/ten.wav
124,English_Mandarin_summa,f,j,false_alarm,1771,audio/summa.wav
124,English_Mandarin_summa,f,j,false_alarm,971,audio/all.wav
124,English_Mandarin_summa,f,j,false_alarm,1451,audio/six.wav
124,English_Mandarin_summa,j,f,miss,3539,audio/youxie.wav
124,English_Mandarin_summa,f,j,false_alarm,1749,audio/6.wav
124,English_Mandarin_summa,j,f,miss,1221,audio/meiyou.wav
124,English_Mandarin_summa,f,j,false_alarm,1301,audio/suoyou.wav
124,English_Mandarin_summa,j,f,miss,1709,audio/10.wav
124,English_Mandarin_summa,j,f,miss,1869,audio/6.wav
124,English_Mandarin_summa,f,f,hit,1320,audio/youxie.wav
124,English_Mandarin_summa,f,j,false_alarm,1720,audio/youxie.wav
124,English_Mandarin_summa,f,j,false_alarm,1259,audio/meiyou.wav
124,English_Mandarin_summa,f,j,false_alarm,2859,audio/10.wav
124,English_Mandarin_summa,f,j,false_alarm,1579,audio/6.wav
124,English_Mandarin_summa,f,j,false_alarm,829,audio/2.wav
124,English_Mandarin_summa,f,j,false_alarm,1941,audio/meiyou.wav
124,English_Mandarin_summa,j,f,miss,1299,audio/suoyou.wav
124,English_Mandarin_summa,j,f,miss,1680,audio/meiyou.wav
124,English_Mandarin_summa,f,j,false_alarm,920,audio/suoyou.wav
124,English_Mandarin_summa,j,f,miss,1440,audio/2.wav
124,English_Mandarin_summa,j,f,miss,1301,audio/6.wav
124,English_Mandarin_summa,j,f,miss,1341,audio/youxie.wav
124,English_Mandarin_summa,j,f,miss,2552,audio/10.wav
124,English_Mandarin_summa,f,j,false_alarm,819,audio/2.wav
124,English_Mandarin_summa,j,f,miss,979,audio/2.wav
124,English_Mandarin_summa,f,j,false_alarm,2680,audio/10.wav
124,English_Mandarin_summa,j,f,miss,1069,audio/suoyou.wav
119,English_Mandarin_summa,f,f,hit,1739,audio/all.wav
119,English_Mandarin_summa,j,f,miss,2661,audio/six.wav
119,English_Mandarin_summa,j,j,correct_rejection,2603,audio/none.wav
119,English_Mandarin_summa,f,f,hit,2880,audio/six.wav
119,English_Mandarin_summa,f,f,hit,2608,audio/ten.wav
119,English_Mandarin_summa,j,j,correct_rejection,1707,audio/none.wav
119,English_Mandarin_summa,j,j,correct_rejection,1856,audio/summa.wav
119,English_Mandarin_summa,f,f,hit,1435,audio/two.wav
119,English_Mandarin_summa,j,j,correct_rejection,1531,audio/all.wav
119,English_Mandarin_summa,f,f,hit,1733,audio/summa.wav
119,English_Mandarin_summa,j,j,correct_rejection,1680,audio/two.wav
119,English_Mandarin_summa,j,j,correct_rejection,1989,audio/six.wav
119,English_Mandarin_summa,j,j,correct_rejection,2160,audio/ten.wav
119,English_Mandarin_summa,f,f,hit,1627,audio/none.wav
119,English_Mandarin_summa,j,j,correct_rejection,3824,audio/ten.wav
119,English_Mandarin_summa,j,j,correct_rejection,1472,audio/two.wav
119,English_Mandarin_summa,f,f,hit,1616,audio/summa.wav
119,English_Mandarin_summa,f,f,hit,3685,audio/ten.wav
119,English_Mandarin_summa,f,f,hit,1765,audio/two.wav
119,English_Mandarin_summa,f,f,hit,1205,audio/all.wav
119,English_Mandarin_summa,f,j,false_alarm,1835,audio/none.wav
119,English_Mandarin_summa,f,f,hit,2571,audio/six.wav
119,English_Mandarin_summa,j,j,correct_rejection,1504,audio/all.wav
119,English_Mandarin_summa,j,j,correct_rejection,1824,audio/summa.wav
119,English_Mandarin_summa,f,,false_alarm,NA,audio/10.wav
119,English_Mandarin_summa,f,f,hit,3515,audio/10.wav
119,English_Mandarin_summa,f,f,hit,1227,audio/suoyou.wav
119,English_Mandarin_summa,j,j,correct_rejection,1600,audio/youxie.wav
119,English_Mandarin_summa,j,j,correct_rejection,2427,audio/10.wav
119,English_Mandarin_summa,f,f,hit,1195,audio/2.wav
119,English_Mandarin_summa,f,f,hit,2139,audio/6.wav
119,English_Mandarin_summa,j,j,correct_rejection,1328,audio/meiyou.wav
119,English_Mandarin_summa,j,j,correct_rejection,1328,audio/meiyou.wav
119,English_Mandarin_summa,j,j,correct_rejection,1301,audio/2.wav
119,English_Mandarin_summa,j,j,correct_rejection,1408,audio/suoyou.wav
119,English_Mandarin_summa,f,f,hit,1936,audio/6.wav
119,English_Mandarin_summa,j,j,correct_rejection,1440,audio/6.wav
119,English_Mandarin_summa,j,j,correct_rejection,1664,audio/10.wav
119,English_Mandarin_summa,j,j,correct_rejection,1707,audio/6.wav
119,English_Mandarin_summa,f,f,hit,2043,audio/meiyou.wav
119,English_Mandarin_summa,f,f,hit,1179,audio/2.wav
119,English_Mandarin_summa,j,j,correct_rejection,1173,audio/suoyou.wav
119,English_Mandarin_summa,f,f,hit,2816,audio/youxie.wav
119,English_Mandarin_summa,j,j,correct_rejection,1707,audio/youxie.wav
119,English_Mandarin_summa,f,f,hit,1451,audio/meiyou.wav
119,English_Mandarin_summa,f,f,hit,1408,audio/suoyou.wav
119,English_Mandarin_summa,f,f,hit,1371,audio/youxie.wav
119,English_Mandarin_summa,j,j,correct_rejection,1339,audio/2.wav
103,English_Mandarin_summa,j,j,correct_rejection,2741,audio/none.wav
103,English_Mandarin_summa,j,j,correct_rejection,2088,audio/ten.wav
103,English_Mandarin_summa,j,j,correct_rejection,2771,audio/ten.wav
103,English_Mandarin_summa,j,j,correct_rejection,2349,audio/all.wav
103,English_Mandarin_summa,f,f,hit,1981,audio/two.wav
103,English_Mandarin_summa,f,f,hit,3371,audio/ten.wav
103,English_Mandarin_summa,j,j,correct_rejection,1699,audio/none.wav
103,English_Mandarin_summa,f,f,hit,1368,audio/all.wav
103,English_Mandarin_summa,f,f,hit,1309,audio/summa.wav
103,English_Mandarin_summa,f,f,hit,2059,audio/none.wav
103,English_Mandarin_summa,j,j,correct_rejection,1659,audio/all.wav
103,English_Mandarin_summa,j,j,correct_rejection,1701,audio/two.wav
103,English_Mandarin_summa,f,f,hit,3168,audio/ten.wav
103,English_Mandarin_summa,f,f,hit,1360,audio/all.wav
103,English_Mandarin_summa,f,f,hit,1179,audio/two.wav
103,English_Mandarin_summa,j,j,correct_rejection,1501,audio/summa.wav
103,English_Mandarin_summa,j,j,correct_rejection,1819,audio/six.wav
103,English_Mandarin_summa,f,f,hit,1979,audio/six.wav
103,English_Mandarin_summa,f,f,hit,1960,audio/six.wav
103,English_Mandarin_summa,j,j,correct_rejection,1531,audio/six.wav
103,English_Mandarin_summa,j,j,correct_rejection,1659,audio/two.wav
103,English_Mandarin_summa,f,f,hit,1651,audio/none.wav
103,English_Mandarin_summa,j,j,correct_rejection,1712,audio/summa.wav
103,English_Mandarin_summa,f,f,hit,1480,audio/summa.wav
103,English_Mandarin_summa,j,j,correct_rejection,2701,audio/suoyou.wav
103,English_Mandarin_summa,j,j,correct_rejection,1989,audio/6.wav
103,English_Mandarin_summa,f,f,hit,1909,audio/youxie.wav
103,English_Mandarin_summa,f,f,hit,1560,audio/2.wav
103,English_Mandarin_summa,f,f,hit,1349,audio/suoyou.wav
103,English_Mandarin_summa,j,j,correct_rejection,1699,audio/youxie.wav
103,English_Mandarin_summa,f,f,hit,1672,audio/meiyou.wav
103,English_Mandarin_summa,f,f,hit,2491,audio/meiyou.wav
103,English_Mandarin_summa,f,f,hit,1291,audio/2.wav
103,English_Mandarin_summa,f,f,hit,1651,audio/6.wav
103,English_Mandarin_summa,f,f,hit,1141,audio/suoyou.wav
103,English_Mandarin_summa,j,j,correct_rejection,1568,audio/2.wav
103,English_Mandarin_summa,j,j,correct_rejection,1352,audio/suoyou.wav
103,English_Mandarin_summa,f,f,hit,3280,audio/10.wav
103,English_Mandarin_summa,f,f,hit,1691,audio/6.wav
103,English_Mandarin_summa,j,j,correct_rejection,1968,audio/10.wav
103,English_Mandarin_summa,j,j,correct_rejection,3099,audio/10.wav
103,English_Mandarin_summa,j,j,correct_rejection,1501,audio/youxie.wav
103,English_Mandarin_summa,j,j,correct_rejection,1349,audio/2.wav
103,English_Mandarin_summa,j,j,correct_rejection,1760,audio/meiyou.wav
103,English_Mandarin_summa,j,j,correct_rejection,1299,audio/meiyou.wav
103,English_Mandarin_summa,f,f,hit,4000,audio/10.wav
103,English_Mandarin_summa,f,f,hit,1621,audio/youxie.wav
103,English_Mandarin_summa,j,j,correct_rejection,1440,audio/6.wav
106,Mandarin_English_some,j,j,correct_rejection,1557,audio/2.wav
106,Mandarin_English_some,j,j,correct_rejection,3707,audio/10.wav
106,Mandarin_English_some,j,j,correct_rejection,1387,audio/yixie.wav
106,Mandarin_English_some,j,j,correct_rejection,1349,audio/meiyou.wav
106,Mandarin_English_some,f,f,hit,1232,audio/suoyou.wav
106,Mandarin_English_some,f,f,hit,1403,audio/meiyou.wav
106,Mandarin_English_some,j,j,correct_rejection,1205,audio/yixie.wav
106,Mandarin_English_some,f,f,hit,3963,audio/10.wav
106,Mandarin_English_some,j,j,correct_rejection,1275,audio/suoyou.wav
106,Mandarin_English_some,f,f,hit,1211,audio/2.wav
106,Mandarin_English_some,j,j,correct_rejection,1333,audio/meiyou.wav
106,Mandarin_English_some,f,f,hit,2912,audio/6.wav
106,Mandarin_English_some,f,,false_alarm,NA,audio/10.wav
106,Mandarin_English_some,j,j,correct_rejection,997,audio/suoyou.wav
106,Mandarin_English_some,f,f,hit,1291,audio/meiyou.wav
106,Mandarin_English_some,f,f,hit,1461,audio/yixie.wav
106,Mandarin_English_some,f,f,hit,1008,audio/yixie.wav
106,Mandarin_English_some,j,j,correct_rejection,1440,audio/6.wav
106,Mandarin_English_some,f,f,hit,1157,audio/2.wav
106,Mandarin_English_some,f,f,hit,853,audio/suoyou.wav
106,Mandarin_English_some,j,j,correct_rejection,2768,audio/10.wav
106,Mandarin_English_some,j,j,correct_rejection,3771,audio/6.wav
106,Mandarin_English_some,j,j,correct_rejection,1019,audio/2.wav
106,Mandarin_English_some,f,f,hit,1728,audio/6.wav
106,Mandarin_English_some,f,f,hit,3771,audio/all.wav
106,Mandarin_English_some,f,f,hit,1488,audio/some.wav
106,Mandarin_English_some,j,j,correct_rejection,1365,audio/none.wav
106,Mandarin_English_some,j,j,correct_rejection,2229,audio/six.wav
106,Mandarin_English_some,j,j,correct_rejection,1424,audio/two.wav
106,Mandarin_English_some,j,j,correct_rejection,1472,audio/six.wav
106,Mandarin_English_some,f,f,hit,2027,audio/some.wav
106,Mandarin_English_some,f,f,hit,1456,audio/none.wav
106,Mandarin_English_some,j,j,correct_rejection,1861,audio/some.wav
106,Mandarin_English_some,f,f,hit,1413,audio/two.wav
106,Mandarin_English_some,j,j,correct_rejection,1371,audio/all.wav
106,Mandarin_English_some,j,j,correct_rejection,1184,audio/none.wav
106,Mandarin_English_some,j,j,correct_rejection,3456,audio/ten.wav
106,Mandarin_English_some,f,f,hit,1131,audio/none.wav
106,Mandarin_English_some,j,j,correct_rejection,2091,audio/ten.wav
106,Mandarin_English_some,j,j,correct_rejection,1296,audio/some.wav
106,Mandarin_English_some,f,f,hit,2107,audio/six.wav
106,Mandarin_English_some,f,f,hit,2757,audio/ten.wav
106,Mandarin_English_some,f,f,hit,2043,audio/ten.wav
106,Mandarin_English_some,j,j,correct_rejection,1429,audio/all.wav
106,Mandarin_English_some,f,f,hit,949,audio/all.wav
106,Mandarin_English_some,j,j,correct_rejection,1184,audio/two.wav
106,Mandarin_English_some,f,f,hit,1147,audio/two.wav
106,Mandarin_English_some,f,f,hit,2288,audio/six.wav
115,Mandarin_English_some,f,f,hit,1341,audio/meiyou.wav
115,Mandarin_English_some,f,f,hit,2581,audio/10.wav
115,Mandarin_English_some,j,j,correct_rejection,1512,audio/10.wav
115,Mandarin_English_some,f,f,hit,2120,audio/6.wav
115,Mandarin_English_some,j,j,correct_rejection,2219,audio/10.wav
115,Mandarin_English_some,j,j,correct_rejection,1629,audio/6.wav
115,Mandarin_English_some,f,f,hit,2448,audio/10.wav
115,Mandarin_English_some,f,f,hit,1589,audio/meiyou.wav
115,Mandarin_English_some,j,j,correct_rejection,1581,audio/suoyou.wav
115,Mandarin_English_some,j,j,correct_rejection,1648,audio/6.wav
115,Mandarin_English_some,j,j,correct_rejection,1720,audio/yixie.wav
115,Mandarin_English_some,f,f,hit,1731,audio/2.wav
115,Mandarin_English_some,f,f,hit,1320,audio/suoyou.wav
115,Mandarin_English_some,j,j,correct_rejection,1419,audio/2.wav
115,Mandarin_English_some,f,f,hit,1189,audio/suoyou.wav
115,Mandarin_English_some,f,f,hit,1909,audio/6.wav
115,Mandarin_English_some,j,j,correct_rejection,1280,audio/suoyou.wav
115,Mandarin_English_some,j,j,correct_rejection,1312,audio/meiyou.wav
115,Mandarin_English_some,f,f,hit,1301,audio/yixie.wav
115,Mandarin_English_some,f,f,hit,1211,audio/yixie.wav
115,Mandarin_English_some,j,j,correct_rejection,1301,audio/2.wav
115,Mandarin_English_some,f,f,hit,1139,audio/2.wav
115,Mandarin_English_some,j,j,correct_rejection,1219,audio/meiyou.wav
