workerid,proliferate.condition,accuracy,correct,failed_audio,failed_images,failed_video,internal_node_id,response,result,rt,stimulus,success,time_elapsed,timeout,trial_index,trial_type,error
105,English_Mandarin_some,,,,,,0.0-10.0-2.16, ,,260,,,333118,,80,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.17,,,,audio/kaching.wav,,333807,,81,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-10.0-1.17,f,miss,1872,audio/two.wav,,336028,,82,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.17, ,,729,,,336758,,83,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.18,,,,audio/kaching.wav,,337447,,84,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-10.0-1.18,f,miss,1651,audio/some.wav,,339100,,85,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.18, ,,734,,,339834,,86,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.19,,,,audio/kaching.wav,,340517,,87,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-10.0-1.19,j,false_alarm,1632,audio/none.wav,,342151,,88,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.19, ,,648,,,342800,,89,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.20,,,,audio/kaching.wav,,343487,,90,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-10.0-1.20,j,false_alarm,1669,audio/two.wav,,345158,,91,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.20, ,,675,,,345834,,92,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.21,,,,audio/kaching.wav,,346517,,93,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-10.0-1.21,j,false_alarm,1512,audio/two.wav,,348033,,94,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.21, ,,853,,,348887,,95,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.22,,,,audio/kaching.wav,,349577,,96,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-10.0-1.22,f,miss,3029,audio/ten.wav,,352610,,97,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.22, ,,602,,,353213,,98,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.23,,,,audio/kaching.wav,,353897,,99,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-10.0-1.23,f,miss,3040,audio/some-critical.wav,,356944,,100,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.23, ,,603,,,357548,,101,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.24,,,,audio/kaching.wav,,358237,,102,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-10.0-1.24,f,miss,1931,audio/six.wav,,360174,,103,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.24, ,,454,,,360629,,104,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.25,,,,audio/kaching.wav,,361317,,105,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-10.0-1.25,j,false_alarm,1901,audio/six.wav,,363225,,106,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.25, ,,960,,,364186,,107,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.26,,,,audio/kaching.wav,,364877,,108,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-10.0-1.26,f,miss,1752,audio/all.wav,,366627,,109,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.26, ,,982,,,367610,,110,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.27,,,,audio/kaching.wav,,368297,,111,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-10.0-1.27,f,miss,1659,audio/two.wav,,369958,,112,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.27, ,,839,,,370797,,113,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.28,,,,audio/kaching.wav,,371487,,114,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-10.0-1.28,f,miss,2800,audio/ten.wav,,374294,,115,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.28, ,,1515,,,375810,,116,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.29,,,,audio/kaching.wav,,376497,,117,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-10.0-1.29,j,false_alarm,2579,audio/all.wav,,379083,,118,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.29, ,,560,,,379644,,119,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.30,,,,audio/kaching.wav,,380327,,120,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-10.0-1.30,f,miss,1811,audio/none.wav,,382142,,121,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.30, ,,491,,,382634,,122,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-0.31,,,,audio/kaching.wav,,383316,,123,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-10.0-1.31,f,miss,1352,audio/some-critical.wav,,384676,,124,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-10.0-2.31, ,,437,,,385113,,125,html-keyboard-response,
105,English_Mandarin_some,,True,,,,0.0-11.0-0.0,b,,7111,"接下来你将会用中文来完成剩下的试验。 <br><br><h3><big>测验</big></h3><br>店员何时会被解雇? <br>请按下选项相应的字母键（如选择a, 则按a键）<br><br>a. 当机器爆炸时。 <br> b. 当机器空了的时候。 <br> c. 当机器没有声音时。 <br> d. 当机器卡住时。",,393228,,126,categorize-html,
105,English_Mandarin_some,,,,,,0.0-12.0-0.0,,,,audio/kaching.wav,,393917,,127,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-12.0-1.0,j,false_alarm,3160,audio/10.wav,,397077,,128,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.0, ,,2113,,,399192,,129,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.1,,,,audio/kaching.wav,,399877,,130,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-12.0-1.1,j,false_alarm,2760,audio/yixie.wav,,402642,,131,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.1, ,,1273,,,403916,,132,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.2,,,,audio/kaching.wav,,404607,,133,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.2,f,miss,2352,audio/yixie-critical.wav,,407269,,134,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.2, ,,1173,,,408443,,135,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.3,,,,audio/kaching.wav,,409127,,136,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.3,f,miss,1621,audio/yixie-critical.wav,,410755,,137,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.3, ,,557,,,411313,,138,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.4,,,,audio/kaching.wav,,411997,,139,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.4,,false_alarm,,audio/10.wav,,416005,,140,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.4, ,,1037,,,417042,,141,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.5,,,,audio/kaching.wav,,417727,,142,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.5,f,miss,1501,audio/yixie.wav,,419232,,143,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.5, ,,2773,,,422001,,144,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.6,,,,audio/kaching.wav,,422692,,145,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-12.0-1.6,j,false_alarm,1179,audio/2.wav,,423872,,146,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.6, ,,463,,,424336,,147,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.7,,,,audio/kaching.wav,,425022,,148,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.7,f,miss,1440,audio/meiyou.wav,,426463,,149,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.7, ,,503,,,426967,,150,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.8,,,,audio/kaching.wav,,427652,,151,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.8,f,miss,2589,audio/6.wav,,430244,,152,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.8, ,,853,,,431097,,153,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.9,,,,audio/kaching.wav,,431782,,154,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-12.0-1.9,j,false_alarm,1240,audio/2.wav,,433031,,155,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.9, ,,653,,,433684,,156,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.10,,,,audio/kaching.wav,,434372,,157,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.10,f,miss,2011,audio/suoyou.wav,,436385,,158,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.10, ,,623,,,437009,,159,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.11,,,,audio/kaching.wav,,437692,,160,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.11,f,miss,2360,audio/yixie-critical.wav,,440061,,161,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.11, ,,1117,,,441179,,162,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.12,,,,audio/kaching.wav,,441862,,163,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-12.0-1.12,j,false_alarm,1899,audio/meiyou.wav,,443764,,164,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.12, ,,812,,,444577,,165,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.13,,,,audio/kaching.wav,,445262,,166,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.13,f,miss,2379,audio/6.wav,,447649,,167,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.13, ,,1144,,,448794,,168,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.14,,,,audio/kaching.wav,,449482,,169,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-12.0-1.14,j,false_alarm,2061,audio/yixie.wav,,451545,,170,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.14, ,,1156,,,452702,,171,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.15,,,,audio/kaching.wav,,453392,,172,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-12.0-1.15,j,false_alarm,3091,audio/10.wav,,456491,,173,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.15, ,,1365,,,457857,,174,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.16,,,,audio/kaching.wav,,458541,,175,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.16,f,miss,1368,audio/yixie-critical.wav,,459915,,176,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.16, ,,429,,,460344,,177,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.17,,,,audio/kaching.wav,,461031,,178,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.17,f,miss,1211,audio/suoyou.wav,,462242,,179,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.17, ,,351,,,462594,,180,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.18,,,,audio/kaching.wav,,463281,,181,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.18,f,miss,1051,audio/yixie-critical.wav,,464336,,182,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.18, ,,720,,,465057,,183,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.19,,,,audio/kaching.wav,,465742,,184,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.19,f,miss,1419,audio/2.wav,,467166,,185,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.19, ,,754,,,467921,,186,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.20,,,,audio/kaching.wav,,468611,,187,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.20,f,miss,2539,audio/10.wav,,471152,,188,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.20, ,,825,,,471977,,189,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.21,,,,audio/kaching.wav,,472662,,190,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.21,f,miss,1768,audio/yixie-critical.wav,,474440,,191,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.21, ,,695,,,475136,,192,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.22,,,,audio/kaching.wav,,475822,,193,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-12.0-1.22,j,false_alarm,2280,audio/6.wav,,478109,,194,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.22, ,,481,,,478591,,195,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.23,,,,audio/kaching.wav,,479282,,196,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.23,f,miss,1421,audio/yixie-critical.wav,,480707,,197,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.23, ,,618,,,481325,,198,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.24,,,,audio/kaching.wav,,482016,,199,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.24,f,miss,1000,audio/yixie-critical.wav,,483017,,200,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.24, ,,1041,,,484059,,201,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.25,,,,audio/kaching.wav,,484746,,202,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.25,f,miss,1349,audio/2.wav,,486097,,203,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.25, ,,1147,,,487245,,204,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.26,,,,audio/kaching.wav,,487935,,205,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-12.0-1.26,j,false_alarm,1589,audio/meiyou.wav,,489530,,206,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.26, ,,750,,,490281,,207,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.27,,,,audio/kaching.wav,,490966,,208,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-12.0-1.27,j,false_alarm,1291,audio/suoyou.wav,,492259,,209,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.27, ,,1118,,,493378,,210,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.28,,,,audio/kaching.wav,,494066,,211,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-12.0-1.28,j,false_alarm,2240,audio/6.wav,,496313,,212,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.28, ,,1061,,,497374,,213,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.29,,,,audio/kaching.wav,,498056,,214,audio-keyboard-response,
105,English_Mandarin_some,,f,,,,0.0-12.0-1.29,j,false_alarm,2099,audio/suoyou.wav,,500160,,215,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.29, ,,1135,,,501296,,216,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.30,,,,audio/kaching.wav,,501986,,217,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.30,f,miss,1968,audio/meiyou.wav,,503963,,218,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.30, ,,1205,,,505168,,219,html-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-0.31,,,,audio/kaching.wav,,505856,,220,audio-keyboard-response,
105,English_Mandarin_some,,j,,,,0.0-12.0-1.31,f,miss,2499,audio/yixie.wav,,508362,,221,audio-keyboard-response,
105,English_Mandarin_some,,,,,,0.0-12.0-2.31, ,,992,,,509354,,222,html-keyboard-response,
105,English_Mandarin_some,[],,,,,0.0-13.0,"{'age': '32', 'P0_Q0': None, 'gender': 'Prefer not to answer', 'education': 'Masters', 'disability': [], 'place of residence': 'Australia', 'disability explanation': ''}",,55980,,,565462,,223,survey,
105,English_Mandarin_some,[],,,,,0.0-14.0,"{'P0_Q0': None, 'eng ok age': 'Not yet', 'eng edu year': 10, 'eng start age': 10, 'Mandarin ok age': 'As early as I can remember', 'eng country year': 5, 'English work year': 2, 'Mandarin edu year': '20+', 'Mandarin start age': 'since birth', 'Mandarin work year': 1, 'English family year': 0, 'Mandarin family year': '20+', 'Mandarin country year': '20+'}",,111033,,,676537,,224,survey,
105,English_Mandarin_some,[],,,,,0.0-15.0,"{'P0_Q0': None, 'eng count time': '10%', 'eng family time': '10%', 'eng friend time': '10%', 'Eng self talk time': '10%', 'English school time': '50%', 'Mandarin count time': '90%', 'Mandarin family time': '90%', 'Mandarin friend time': '90%', 'Mandarin school time': '50%', 'Mandarin self talk time': '90%', 'other language count time': '0%', 'other langauge family time': '0%', 'other language friend time': '20%', 'other languages school time': '0%', 'other language self talk time': '0%'}",,145082,,,821659,,225,survey,
105,English_Mandarin_some,[],,,,,0.0-16.0,"{'P0_Q0': None, 'eng prof read': 4, 'eng prof speak': 4, 'eng prof write': 4, 'Mandarin prof read': 6, 'Mandarin prof speak': 6, 'Mandarin prof write': 6, 'eng prof understand': 4, 'Mandarin prof understand': 6}",,27771,,,849466,,226,survey,
105,English_Mandarin_some,[],,,,,0.0-17.0,"{'P0_Q0': None, 'eng native': 4, 'Eng other eval': 0, 'Mandarin native': 6, 'eng cultural id': 0, 'eng attitude speak': 3, 'Mandarin other eval': 6, 'Mandarin cultural id': 6, 'Mandarin attitude speak': 6}",,51529,,,901014,,227,survey,
105,English_Mandarin_some,[],,,,,0.0-18.0,"{'P0_Q1': None, 'comments': ''}",,3288,,,904326,,228,survey,
121,English_Mandarin_some,,,[],[],[],0.0-0.0,,,,,True,930,False,0,preload,
121,English_Mandarin_some,,,,,,0.0-1.0,0,,38971,"
    <p style=""width: 1000px; margin-bottom: 250px"">
    斯坦福大学语言学系邀请您参加一项研究。
    <BR><BR>您会完成一项跟语言有关的任务，例如读或听一些字、描述图片或场景、造句、或完成简单的语言游戏。
    <BR>本研究中没有已知的风险、成本或不适。
    <BR><BR>
    如果您同意参与这项研究，请继续。
    </p>
    <p style=""width: 1000px; font-size: 9pt; position: relative; text-align: justify"">
    如果您已读完此表格并决定参与此项目，请明白您的参与是自愿的，您有权随时撤回您的同意或停止参与，而不会受到惩罚或失去您原本可以享有的利益有权。 您有权拒绝回答任何问题。 您的个人隐私将在研究产生的所有已发布和书面数据中得到保护。
    <BR><BR>联系信息：问题、疑虑或投诉：如果您对本研究、其程序、风险和益处有任何问题、疑虑或投诉，请致电 (650) 723-4284 联系 Meghan Sumner 教授。如果您对这项研究的进行方式不满意，或者如果您对研究或您作为参与者的权利有任何疑虑、投诉或一般问题，请联系斯坦福机构审查委员会 (IRB) 发言与独立于研究团队的人联系 (650)-723-2480 或拨打免费电话 1-866-680-2906。 您也可以致函 Stanford IRB, Stanford University, Stanford, CA 94305-5401 或发送电子邮件至 irbnonmed@stanford.edu。
    </p>",,39929,,1,html-button-response,
121,English_Mandarin_some,,,,,,0.0-2.0, ,,7349,<p>这个实验将会播放音频。<BR><BR><strong><p2>您必须年满十八周岁才能参与此项实验，并且您需要会说中文、英文两种语言。</p2></strong> <br><br>请您在安静的地方用电脑完成这个实验，并确保您把<strong><p2>电脑音量调整至合适的程度</p2></strong>。 <br><br>请按空格键继续。</p>,,47286,,2,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-3.0, ,,3413,在接下来的实验中，你将听到一些句子。你的任务是根据你是否同意这些句子来回答“是”或“否”。这个实验大约需要20分钟。<br><br>当你准备好开始时，请按下空格键。,,50701,,3,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-4.0, ,,30582,"<h3><strong><big><p2>Context</p2></big></strong></h3> <br> <img src='image/0.jpg'; alt='gumball_machine'; align='right'; style='height:200px'> <p2 align='left'><big> You are at a candy store and are testing a row of gumball machines. These are special gumball machines that say how many gumballs you got. However, this report is sometimes faulty. </big></p2> <br><br> <img src='image/store_worker_1.jpg' alt='store_worker_sitting' align='left' style='height:200px'> <br><br> <p2 align='right'> <big> The store worker tells you that his boss has threatened to fire him if the gumball machines are left empty, and he really needs this job. He cannot see the machines from the register, but he can normally tell how full they are by the machines' statements.</big> </p2> <br><br><br> <img src='image/store_worker_2.jpg' alt='store_worker_standing' align='center' style='height:200px'> <p2 align='left'> <big> He asks you to tell him if the statement is right or wrong, so that he will know if a machine is empty and needs to be refilled. </big> </p2> <br><br>",,81292,,4,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-5.0, ,,16098,"<p><font size=""5""> Place your right index finger on the <strong>J</strong> key and left index finger on the <strong>F</strong> key. <br><br><img src=""image/keypress.jpg""alt=""keyboard"" align=""center"" style=""height:400px""> <br><br> If you agree with the statement, press <strong>F</strong>; if you disagree with the statement, press <strong>J</strong>. <br>Use your thumb to press <strong>SPACE</strong> and do not move your index fingers. <br> <strong><p2>Please remember, you have four seconds to inform the worker after you hear the statement. </p2></strong> <br><br></p></font> ",,97392,,5,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-6.0-0.0,,,,audio/kaching.wav,,98339,,6,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-6.0-1.0,,,,audio/all.wav,,99982,,7,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-6.0-2.0,f,,4335,<img src='image/13.jpg'; style='height:400px'>,,104319,,8,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-6.0-3.0, ,,6413,<h3><big><p2> You let the store worker know that you agree with the statement. He therefore knows that the machine is empty and that he needs to refill the machine. </p2></big></h3><img src='image/store_worker_gumball.jpg'; style='height:400px'>,,110733,,9,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-7.0-0.0,,,,audio/kaching.wav,,111424,,10,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-7.0-1.0,,,,audio/none.wav,,113119,,11,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-7.0-2.0,j,,1022,<img src='image/10.jpg'; style='height:400px'>,,114142,,12,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-7.0-3.0, ,,2037,<h3><big><p2> You let the store worker know that you disagreed with the statement. He therefore knows that the machine is not empty and that he does not need to refill the machine. </p2></big></h3><img src='image/store_worker_gumball.jpg'; style='height:400px'>,,116181,,13,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-8.0-0.0, ,,13502,"<h3><big><p2>Be Careful!</h3></big> <img src='image/13.jpg'; align='left'; style='height:200px'><h3><p2>One time, someone got this many gumballs and was told ""You got all of the gumballs."" <br>They pressed ""NO"" (J) telling the store worker that they disagreed with the statement. He thought the machine was not empty and that he did not need to refill it. He was fired.</br></p2></h3> <img src='image/store_worker_fired.jpg'; align='right'; style='height:200px'><br><br><br><br><br><br><br>",,129684,,14,html-keyboard-response,
121,English_Mandarin_some,,True,,,,0.0-8.0-1.0,a,,15973,"<h3><big>Quiz</big></h3><br>When will the store worker be fired? <br> Please press the corresponding button on the keyboard.（For instance, if you choose a, then press ""a"" on your keyboard）<br><br>a. When the machines are empty.<br> b. When the machines jam.<br> c. When the machines explode.<br> d. When the machines don't make a sound.",,146664,,15,categorize-html,
121,English_Mandarin_some,,,,,,0.0-9.0-0.0, ,,4446,"<h3>Let's start with four practice trials.</h3> Please make sure that your index fingers are on the J and F keys. <br><p2>Please remember, you have four seconds to inform the worker after you hear the statement.</p2></br></h3> <br><br><br><br><br><br>",,151111,,16,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-9.0-1.0,,,,audio/kaching.wav,,152072,,17,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-9.0-2.0,,false_alarm,,audio/all.wav,,156076,,18,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-9.0-3.0, ,,1099,,,157178,,19,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-9.0-4.0,,,,audio/kaching.wav,,157865,,20,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-9.0-5.0,j,false_alarm,3860,audio/none.wav,,161728,,21,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-9.0-6.0, ,,730,,,162459,,22,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-9.0-7.0,,,,audio/kaching.wav,,163148,,23,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-9.0-8.0,j,false_alarm,2276,audio/all.wav,,165426,,24,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-9.0-9.0, ,,768,,,166195,,25,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-9.0-10.0,,,,audio/kaching.wav,,166886,,26,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-9.0-11.0,f,false_alarm,3466,audio/none.wav,,170355,,27,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-9.0-12.0, ,,1282,,,171639,,28,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-9.0-13.0, ,,7596,"<h3>Great! Now we can start the real experiment.</h3> Please make sure that your index fingers are on the J and F keys. <br><p2>Remember: J means ""agree"" and F means ""disagree""!</p2></br></h3> <br><br><br><br><br><br>",,179236,,29,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-10.0-0.0,,,,audio/kaching.wav,,179924,,30,audio-keyboard-response,
121,English_Mandarin_some,,j,,,,0.0-10.0-1.0,,false_alarm,,audio/some-critical.wav,,184069,,31,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-10.0-2.0, ,,2189,,,186260,,32,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-10.0-0.1,,,,audio/kaching.wav,,186954,,33,audio-keyboard-response,
121,English_Mandarin_some,,j,,,,0.0-10.0-1.1,j,correct_rejection,1521,audio/some-critical.wav,,188478,,34,audio-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-10.0-2.1, ,,1001,,,189480,,35,html-keyboard-response,
121,English_Mandarin_some,,,,,,0.0-10.0-0.2,,,,audio/kaching.wav,,190170,,36,audio-keyboard-response,
121,English_Mandarin_some,,j,,,,0.0-10.0-1.2,,false_alarm,,audio/ten.wav,,194312,,37,audio-keyboard-response,
